product_name,price,mileage,sold_by,location,rating,no_of_reviews,fuel_type,city_mpg,highway_mpg,drivetrain,engine,exterior_color,interior_color,stock,transmission,vin,contact_info
2020 Subaru Forester Sport,"$32,082 ",null,Sold by Subaru Of Georgetown,"Georgetown, TX 78626",-4.7,33 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Ice Silver,Gray,507489,Automatic CVT,JF2SKAMCXLH507489,(512) 686-5164
2020 Subaru Forester Sport,"$31,468 ",null,Sold by CAG - Austin Subaru,"Austin, TX 78757",-4.9,584 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Dark Blue Pearl,Gray,509965,Automatic CVT,JF2SKARC3LH509965,(737) 241-3286
2020 Subaru Forester Sport,"$33,332 ",null,Sold by Subaru Of Georgetown,"Georgetown, TX 78626",-4.7,33 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,509993,Automatic CVT,JF2SKARC8LH509993,(512) 686-5164
2020 Subaru Forester Sport,"$33,332 ",null,Sold by Subaru Of Georgetown,"Georgetown, TX 78626",-4.7,33 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,510181,Automatic CVT,JF2SKARC7LH510181,(512) 686-5164
2020 Subaru Forester Sport,"$31,468 ",10 miles,Sold by CAG - Austin Subaru,"Austin, TX 78757",-4.9,584 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Ice Silver,Gray,U47443,Automatic CVT,JF2SKARC5LH505528,(512) 879-4628
2020 Subaru Forester Sport,"$31,419 ",191 miles,Sold by CAG - Austin Subaru,"Austin, TX 78757",-4.9,584 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Magnetite Gray Metallic,Gray,U46058,Automatic CVT,JF2SKARC9LH402032,(512) 879-4628
2020 Subaru Forester Sport,"$33,332 ",null,Sold by Subaru Of Georgetown,"Georgetown, TX 78626",-4.7,33 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,509931,Automatic CVT,JF2SKARC8LH509931,(512) 686-5164
2020 Subaru Forester Sport,"$30,426 ",null,Sold by CAG - Austin Subaru,"Austin, TX 78757",-4.9,584 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,507639,Automatic CVT,JF2SKAMC3LH507639,(737) 241-3286
2020 Subaru Forester Sport,"$33,332 ",null,Sold by Subaru Of Georgetown,"Georgetown, TX 78626",-4.7,33 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Dark Blue Pearl,Gray,480307,Automatic CVT,JF2SKARC5LH480307,(512) 686-5164
2020 Subaru Forester Sport,"$31,468 ",null,Sold by CAG - Austin Subaru,"Austin, TX 78757",-4.9,584 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Dark Blue Pearl,Gray,509920,Automatic CVT,JF2SKARC3LH509920,(737) 241-3286
2020 Subaru Forester Sport,"$30,366 ",1 miles,Sold by CAG - Austin Subaru,"Austin, TX 78757",-4.9,584 Reviews,Gasoline,26,33,AWD,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,U47404T,Automatic CVT,JF2SKAMC6LH479058,(512) 879-4628
